# Time (sec),Drain (A),Drain (V)
38.698,0.000376167,2.0
39.178,0.000376045,2.0
39.658,0.000376108,2.0
40.138,0.000376284,2.0
40.618,0.000376203,2.0
41.078,0.000376188,2.0
41.547,0.000376437,2.0
42.007,0.000376384,2.0
42.447,0.000376267,2.0
42.887,0.000376426,2.0
43.357,0.000376362,2.0
43.867,0.000376304,2.0
44.347,0.000376194,2.0
44.807,0.000376358,2.0
45.287,0.000376323,2.0
45.727,0.000376306,2.0
46.217,0.000376321,2.0
46.687,0.000376263,2.0
47.147,0.00037613,2.0
47.617,0.000376165,2.0
48.077,0.000376112,2.0
48.557,0.000376291,2.0
49.007,0.000376291,2.0
49.517,0.000376242,2.0
49.987,0.000376258,2.0
50.457,0.00037624,2.0
50.977,0.000376068,2.0
51.467,0.000376126,2.0
51.977,0.000376227,2.0
52.457,0.000376368,2.0
52.927,0.000376269,2.0
53.407,0.00037626,2.0
53.887,0.000376292,2.0
54.377,0.000376239,2.0
54.837,0.000376534,2.0
55.327,0.000376462,2.0
55.807,0.000376543,2.0
56.277,0.000376487,2.0
56.737,0.000376416,2.0
57.227,0.000376168,2.0
57.687,0.000376254,2.0
58.156,0.000376489,2.0
58.666,0.000376158,2.0
59.186,0.00037612,2.0
59.676,0.000376022,2.0
60.176,0.000375904,2.0
60.656,0.000376056,2.0
61.176,0.000376037,2.0
61.666,0.000376124,2.0
62.156,0.000375985,2.0
62.646,0.000376054,2.0
63.146,0.000376145,2.0
63.646,0.000375991,2.0
64.156,0.000376154,2.0
64.666,0.000376234,2.0
65.146,0.000376201,2.0
65.656,0.000376219,2.0
66.156,0.000376166,2.0
66.676,0.000376163,2.0
67.186,0.00037617,2.0
67.696,0.000376047,2.0
68.206,0.000376073,2.0
68.706,0.000376012,2.0
69.226,0.000375862,2.0
69.776,0.000375731,2.0
70.276,0.000376058,2.0
70.786,0.000375934,2.0
71.296,0.000376072,2.0
71.816,0.000376166,2.0
72.326,0.000376153,2.0
72.846,0.000375994,2.0
73.326,0.000375948,2.0
73.786,0.000376101,2.0
74.285,0.000376029,2.0
74.735,0.000375991,2.0
75.175,0.00037585,2.0
75.635,0.000376058,2.0
76.075,0.000375981,2.0
76.485,0.000375754,2.0
76.945,0.000375658,2.0
77.395,0.000375704,2.0
77.855,0.000376016,2.0
78.315,0.000375888,2.0
78.765,0.000375884,2.0
79.245,0.000375679,2.0
79.695,0.000375867,2.0
80.145,0.000375575,2.0
80.595,0.000375594,2.0
81.035,0.000375619,2.0
81.485,0.000375577,2.0
81.955,0.000375706,2.0
82.425,0.000375676,2.0
82.875,0.000375532,2.0
83.355,0.000375434,2.0
83.815,0.000375499,2.0
84.295,0.000375468,2.0
84.765,0.000375462,2.0
85.225,0.000375458,2.0
85.685,0.000375439,2.0
86.115,0.000375363,2.0
86.595,0.000375327,2.0
87.045,0.000375313,2.0
87.505,0.000375397,2.0
87.955,0.000375259,2.0
88.415,0.000375295,2.0
88.885,0.000375463,2.0
89.395,0.000375437,2.0
89.865,0.000375442,2.0
90.335,0.000375361,2.0
90.814,0.000375317,2.0
91.274,0.000375431,2.0
91.714,0.00037518,2.0
92.164,0.000375236,2.0
92.604,0.0003754,2.0
93.114,0.00037522,2.0
93.564,0.000375382,2.0
94.024,0.00037529,2.0
94.524,0.000375328,2.0
94.994,0.000375203,2.0
95.474,0.000375241,2.0
95.954,0.000374997,2.0
96.424,0.000375144,2.0
96.884,0.000375049,2.0
97.344,0.000375206,2.0
97.824,0.000375137,2.0
98.284,0.000375006,2.0
98.774,0.000375121,2.0
99.254,0.000375005,2.0
99.754,0.000374794,2.0
100.254,0.000374863,2.0
100.734,0.000374842,2.0
101.214,0.000374677,2.0
101.684,0.000374708,2.0
102.164,0.000374802,2.0
102.624,0.000374675,2.0
103.104,0.000374763,2.0
103.594,0.000374699,2.0
104.164,0.000374525,2.0
104.764,0.000374621,2.0
105.324,0.000374647,2.0
105.804,0.000374713,2.0
106.294,0.000374811,2.0
106.774,0.000374548,2.0
107.244,0.000374582,2.0
107.723,0.000374528,2.0
108.203,0.000374693,2.0
108.693,0.000374784,2.0
109.163,0.000374606,2.0
109.643,0.000374681,2.0
110.093,0.000374494,2.0
110.563,0.00037464,2.0
111.043,0.000374455,2.0
111.513,0.000374686,2.0
111.983,0.000374606,2.0
112.463,0.00037454,2.0
112.933,0.000374491,2.0
113.423,0.000374235,2.0
113.893,0.000374418,2.0
114.373,0.000374291,2.0
114.873,0.000374112,2.0
115.373,0.000374141,2.0
115.873,0.000374482,2.0
116.343,0.000374485,2.0
116.823,0.000374315,2.0
117.303,0.00037432,2.0
117.783,0.000373991,2.0
118.263,0.000374103,2.0
118.753,0.000374007,2.0
119.243,0.000374036,2.0
119.793,0.000374227,2.0
120.253,0.000373995,2.0
120.733,0.000374049,2.0
121.223,0.00037392,2.0
121.733,0.000374016,2.0
122.223,0.000373962,2.0
122.723,0.000373709,2.0
123.193,0.000373913,2.0
123.702,0.000373675,2.0
124.182,0.000373884,2.0
124.672,0.00037364,2.0
125.162,0.000373628,2.0
125.672,0.000373641,2.0
126.162,0.000373629,2.0
126.662,0.000373704,2.0
127.162,0.000373546,2.0
127.662,0.000373645,2.0
128.142,0.000373362,2.0
128.632,0.000373446,2.0
129.132,0.000373555,2.0
129.612,0.000373456,2.0
130.092,0.000373582,2.0
130.582,0.000373422,2.0
131.072,0.000373602,2.0
131.562,0.000373542,2.0
132.082,0.000373405,2.0
132.562,0.000373487,2.0
133.052,0.000373294,2.0
133.542,0.000373213,2.0
134.142,0.000373133,2.0
134.682,0.000373366,2.0
135.292,0.000373366,2.0
135.872,0.000373174,2.0
136.432,0.000373132,2.0
136.962,0.000373027,2.0
137.452,0.000372983,2.0
137.962,0.000373046,2.0
138.482,0.000372958,2.0
139.002,0.000372876,2.0
139.512,0.00037303,2.0
140.021,0.000372839,2.0
140.531,0.000372882,2.0
141.031,0.000373057,2.0
141.541,0.000372903,2.0
142.061,0.000372914,2.0
142.591,0.000372872,2.0
143.111,0.000372593,2.0
143.611,0.000372698,2.0
144.111,0.00037264,2.0
144.611,0.000372707,2.0
145.111,0.000372388,2.0
145.631,0.000372511,2.0
146.121,0.000372361,2.0
146.591,0.000372508,2.0
147.091,0.000372307,2.0
147.571,0.000372261,2.0
148.051,0.000372308,2.0
148.571,0.00037221,2.0
149.051,0.000372229,2.0
149.561,0.000372189,2.0
150.041,0.00037235,2.0
150.591,0.000372257,2.0
151.121,0.000372138,2.0
151.631,0.000372219,2.0
152.141,0.000371975,2.0
152.621,0.000372155,2.0
153.111,0.00037205,2.0
153.591,0.000372102,2.0
154.091,0.000372024,2.0
154.591,0.00037191,2.0
155.071,0.000371853,2.0
155.581,0.000371776,2.0
156.081,0.000371855,2.0
156.570,0.00037181,2.0
157.090,0.000371848,2.0
157.590,0.000371748,2.0
158.080,0.000371728,2.0
158.580,0.00037166,2.0
159.070,0.000371733,2.0
159.580,0.000371728,2.0
160.080,0.000371621,2.0
160.560,0.000371892,2.0
161.050,0.000371785,2.0
161.550,0.000371827,2.0
162.020,0.000371692,2.0
162.500,0.000371561,2.0
162.960,0.000371443,2.0
163.450,0.000371673,2.0
163.950,0.000371447,2.0
164.450,0.000371588,2.0
164.940,0.000371582,2.0
165.420,0.00037149,2.0
165.960,0.000371258,2.0
166.470,0.000371459,2.0
166.960,0.000371513,2.0
167.470,0.000371242,2.0
168.000,0.000371085,2.0
168.510,0.000371479,2.0
169.010,0.000371373,2.0
169.520,0.00037149,2.0
170.020,0.000371426,2.0
170.540,0.000371107,2.0
171.050,0.000371044,2.0
171.580,0.000371046,2.0
172.110,0.000371133,2.0
172.600,0.000371147,2.0
173.099,0.000371115,2.0
173.599,0.000371044,2.0
174.119,0.000371149,2.0
174.599,0.000371027,2.0
175.059,0.000371003,2.0
175.569,0.000371131,2.0
176.079,0.000371172,2.0
176.579,0.000370977,2.0
177.089,0.000370854,2.0
177.589,0.000370755,2.0
178.129,0.000370796,2.0
178.639,0.000370826,2.0
179.159,0.000370767,2.0
179.669,0.000370789,2.0
180.189,0.000370804,2.0
180.679,0.000370764,2.0
181.249,0.000370893,2.0
181.749,0.00037074,2.0
182.279,0.000370631,2.0
182.719,0.00037082,2.0
183.129,0.00037062,2.0
183.609,0.000370638,2.0
184.059,0.000370618,2.0
184.519,0.000370605,2.0
184.999,0.000370675,2.0
185.439,0.000370708,2.0
185.889,0.000370777,2.0
186.329,0.000370789,2.0
186.779,0.000370647,2.0
187.259,0.000370648,2.0
187.719,0.000370471,2.0
188.169,0.000370425,2.0
188.619,0.000370464,2.0
189.069,0.00037039,2.0
189.528,0.000370394,2.0
189.988,0.000370538,2.0
190.438,0.000370151,2.0
190.908,0.000370263,2.0
191.368,0.000370187,2.0
191.868,0.000370311,2.0
192.338,0.000370358,2.0
192.808,0.000370172,2.0
193.278,0.000370221,2.0
193.768,0.000370145,2.0
194.228,0.000370345,2.0
194.718,0.000370165,2.0
195.218,0.0003701,2.0
195.698,0.000369982,2.0
196.198,0.000370134,2.0
196.698,0.000370134,2.0
197.168,0.000370131,2.0
197.618,0.000369894,2.0
198.058,0.000369713,2.0
198.508,0.000369785,2.0
198.978,0.000369652,2.0
199.448,0.000369862,2.0
199.928,0.00036973,2.0
200.398,0.00036963,2.0
200.868,0.000369533,2.0
201.328,0.000369666,2.0
201.788,0.000369761,2.0
202.258,0.000369688,2.0
202.708,0.000369786,2.0
203.168,0.000369579,2.0
203.638,0.000369416,2.0
204.108,0.000369582,2.0
204.578,0.000369601,2.0
205.038,0.000369416,2.0
205.548,0.000369437,2.0
206.007,0.000369451,2.0
206.477,0.000369405,2.0
206.957,0.000369322,2.0
207.457,0.000369283,2.0
207.937,0.000369238,2.0
208.407,0.000369107,2.0
208.847,0.000369167,2.0
209.307,0.000369276,2.0
209.777,0.000369294,2.0
210.237,0.000369149,2.0
210.707,0.000369055,2.0
211.197,0.000368972,2.0
211.677,0.000368927,2.0
212.177,0.000369045,2.0
212.657,0.000368973,2.0
213.127,0.000368935,2.0
213.587,0.000368961,2.0
214.047,0.000368882,2.0
214.517,0.000368803,2.0
214.977,0.000368789,2.0
215.427,0.000368775,2.0
215.877,0.00036863,2.0
216.337,0.000368423,2.0
216.817,0.000368612,2.0
217.327,0.000368444,2.0
217.797,0.000368378,2.0
218.297,0.000368549,2.0
218.777,0.000368589,2.0
219.257,0.0003684,2.0
219.757,0.000368609,2.0
220.237,0.000368563,2.0
220.727,0.000368448,2.0
221.217,0.000368303,2.0
221.677,0.000368283,2.0
222.167,0.000368249,2.0
222.636,0.000368218,2.0
223.136,0.000368124,2.0
223.636,0.000367819,2.0
224.106,0.00036775,2.0
224.586,0.000367438,2.0
225.016,0.00036732,2.0
225.486,0.000367014,2.0
225.956,0.000366883,2.0
226.446,0.000366888,2.0
226.906,0.000366474,2.0
227.416,0.000365846,2.0
227.876,0.00036559,2.0
228.336,0.000365009,2.0
228.816,0.000364691,2.0
229.306,0.000363981,2.0
229.766,0.000363604,2.0
230.226,0.000363033,2.0
230.676,0.000362796,2.0
231.146,0.000362504,2.0
231.636,0.000361904,2.0
232.096,0.000361489,2.0
232.556,0.000361292,2.0
233.036,0.000360993,2.0
233.506,0.000360644,2.0
233.986,0.000360361,2.0
234.456,0.000359972,2.0
234.916,0.000359666,2.0
235.366,0.000359348,2.0
235.796,0.000359205,2.0
236.276,0.000359124,2.0
236.756,0.000358987,2.0
237.216,0.000358626,2.0
237.716,0.00035838,2.0
238.176,0.000358102,2.0
238.655,0.000358101,2.0
239.395,0.000357698,2.0
240.085,0.000357426,2.0
240.755,0.000357296,2.0
241.295,0.000357097,2.0
241.865,0.000356735,2.0
242.435,0.000356609,2.0
242.995,0.000356185,2.0
243.515,0.000355699,2.0
243.995,0.0003558,2.0
244.475,0.000355347,2.0
244.975,0.000355142,2.0
245.445,0.00035513,2.0
245.935,0.000354592,2.0
246.425,0.000354248,2.0
246.925,0.000354019,2.0
247.415,0.000353967,2.0
247.895,0.000353649,2.0
248.365,0.000353401,2.0
248.865,0.000353203,2.0
249.375,0.000353006,2.0
249.875,0.000352869,2.0
250.375,0.000352263,2.0
250.865,0.000352083,2.0
251.375,0.000351858,2.0
251.865,0.000351416,2.0
252.355,0.000351371,2.0
252.835,0.000351243,2.0
253.335,0.000350846,2.0
253.805,0.000350792,2.0
254.265,0.000350431,2.0
254.715,0.000350354,2.0
255.194,0.000350157,2.0
255.664,0.000350102,2.0
256.154,0.000349983,2.0
256.654,0.000349581,2.0
257.144,0.000349493,2.0
257.624,0.000349264,2.0
258.134,0.000349077,2.0
258.624,0.000349011,2.0
259.114,0.000348718,2.0
259.604,0.000348494,2.0
260.094,0.000348496,2.0
260.574,0.000348471,2.0
261.054,0.00034824,2.0
261.544,0.000348048,2.0
262.024,0.000348058,2.0
262.524,0.000347857,2.0
263.024,0.000347906,2.0
263.534,0.00034752,2.0
264.014,0.000347439,2.0
264.484,0.000347146,2.0
264.954,0.000347254,2.0
265.424,0.000347215,2.0
265.924,0.000346788,2.0
266.404,0.000346704,2.0
266.894,0.000346558,2.0
267.364,0.000346833,2.0
267.864,0.000346701,2.0
268.364,0.000346853,2.0
268.834,0.000346357,2.0
269.314,0.000346189,2.0
269.794,0.000346194,2.0
270.274,0.000346081,2.0
270.774,0.000345838,2.0
271.244,0.000345734,2.0
271.713,0.000345577,2.0
272.223,0.000345399,2.0
272.713,0.000345358,2.0
273.223,0.000345283,2.0
273.723,0.000345213,2.0
274.173,0.000344949,2.0
274.653,0.000344849,2.0
275.133,0.000344807,2.0
275.613,0.000344812,2.0
276.133,0.000344535,2.0
276.733,0.000344392,2.0
277.273,0.000344414,2.0
277.773,0.000344423,2.0
278.223,0.000344393,2.0
278.693,0.000344101,2.0
279.173,0.000343859,2.0
279.683,0.000343873,2.0
280.173,0.00034362,2.0
280.663,0.000343791,2.0
281.143,0.000343714,2.0
281.643,0.000343443,2.0
282.123,0.000343204,2.0
282.593,0.000343372,2.0
283.083,0.000343046,2.0
283.583,0.000342876,2.0
284.073,0.000342764,2.0
284.543,0.000342703,2.0
285.033,0.000342388,2.0
285.523,0.000342349,2.0
286.013,0.000342286,2.0
286.533,0.000342001,2.0
287.043,0.000342121,2.0
287.553,0.000342053,2.0
288.053,0.000341896,2.0
288.602,0.000341687,2.0
289.122,0.000341595,2.0
289.662,0.000341429,2.0
290.152,0.000341327,2.0
290.632,0.000341308,2.0
291.142,0.0003414,2.0
291.632,0.000341254,2.0
292.142,0.000341121,2.0
292.672,0.00034102,2.0
293.182,0.000341091,2.0
293.702,0.000341033,2.0
294.202,0.000340582,2.0
294.682,0.000340666,2.0
295.172,0.000340586,2.0
295.672,0.000340505,2.0
296.132,0.000340654,2.0
296.632,0.000340277,2.0
297.112,0.000340455,2.0
297.602,0.00034021,2.0
298.102,0.000340011,2.0
298.592,0.00034009,2.0
299.092,0.000340005,2.0
299.602,0.000339779,2.0
300.102,0.000339916,2.0
300.602,0.000339792,2.0
301.082,0.000339717,2.0
301.572,0.000339719,2.0
302.102,0.000339292,2.0
302.602,0.00033945,2.0
303.122,0.000339081,2.0
303.682,0.000339228,2.0
304.192,0.000339103,2.0
304.691,0.000339113,2.0
305.211,0.000338988,2.0
305.711,0.000339141,2.0
306.201,0.000339054,2.0
306.711,0.00033878,2.0
307.201,0.000338727,2.0
307.711,0.00033878,2.0
308.201,0.000338464,2.0
308.721,0.000338633,2.0
309.211,0.000338609,2.0
309.711,0.000338355,2.0
310.201,0.000338509,2.0
310.701,0.000338376,2.0
311.211,0.000338237,2.0
311.711,0.000338187,2.0
312.231,0.000338249,2.0
312.731,0.000338055,2.0
313.241,0.000337825,2.0
313.731,0.00033779,2.0
314.261,0.000337797,2.0
314.801,0.000337852,2.0
315.311,0.00033757,2.0
315.841,0.000337533,2.0
316.361,0.000337456,2.0
316.861,0.000337489,2.0
317.371,0.000337312,2.0
317.931,0.000337136,2.0
318.451,0.000336894,2.0
318.981,0.000337034,2.0
319.481,0.000337107,2.0
320.001,0.000336626,2.0
320.491,0.000336732,2.0
321.030,0.000336494,2.0
321.530,0.000336518,2.0
322.030,0.00033635,2.0
322.530,0.000336344,2.0
323.050,0.000336204,2.0
323.560,0.000336157,2.0
324.060,0.000336086,2.0
324.560,0.000336151,2.0
325.070,0.000335909,2.0
325.560,0.00033583,2.0
326.080,0.000335628,2.0
326.580,0.000335693,2.0
327.090,0.000335602,2.0
327.590,0.000335499,2.0
328.080,0.000335302,2.0
328.600,0.00033523,2.0
329.110,0.00033541,2.0
329.610,0.000335283,2.0
330.120,0.000335443,2.0
330.620,0.000335206,2.0
331.150,0.000334986,2.0
331.660,0.000334988,2.0
332.180,0.000335002,2.0
332.690,0.000335139,2.0
333.190,0.000334954,2.0
333.680,0.000334897,2.0
334.240,0.000334795,2.0
334.760,0.000334918,2.0
335.270,0.000334574,2.0
335.810,0.000334651,2.0
336.300,0.000334531,2.0
336.790,0.000334669,2.0
337.339,0.000334293,2.0
337.839,0.000334452,2.0
338.339,0.000334247,2.0
338.849,0.000334085,2.0
339.389,0.000334206,2.0
339.849,0.000334195,2.0
340.339,0.000334234,2.0
340.879,0.000334043,2.0
341.369,0.000333959,2.0
341.869,0.000334083,2.0
342.419,0.000333787,2.0
342.929,0.000334134,2.0
343.459,0.000333898,2.0
343.979,0.000333754,2.0
344.509,0.00033391,2.0
345.019,0.000333698,2.0
345.559,0.000333804,2.0
346.079,0.000333915,2.0
346.629,0.000333781,2.0
347.139,0.000333531,2.0
347.669,0.000333601,2.0
348.209,0.000333329,2.0
348.729,0.00033332,2.0
349.239,0.000333209,2.0
349.799,0.000333304,2.0
350.319,0.000333164,2.0
350.849,0.000333149,2.0
351.359,0.000333105,2.0
351.889,0.000333235,2.0
352.399,0.000332825,2.0
352.919,0.000332826,2.0
353.429,0.000332875,2.0
353.948,0.000332659,2.0
354.478,0.000332801,2.0
354.988,0.000332878,2.0
355.518,0.000332761,2.0
356.028,0.000332481,2.0
356.568,0.000332532,2.0
357.078,0.00033237,2.0
357.578,0.000332496,2.0
358.108,0.000332332,2.0
358.648,0.000332565,2.0
359.148,0.000332265,2.0
359.698,0.000332346,2.0
360.238,0.000332401,2.0
360.748,0.000332309,2.0
361.258,0.000331916,2.0
361.798,0.000331973,2.0
362.318,0.000332092,2.0
362.828,0.000331761,2.0
363.348,0.000331805,2.0
363.948,0.000331904,2.0
364.488,0.000331563,2.0
364.978,0.000331711,2.0
365.408,0.000331745,2.0
365.848,0.000331645,2.0
366.378,0.000331652,2.0
366.858,0.000331622,2.0
367.318,0.0003316,2.0
367.778,0.000331527,2.0
368.228,0.000331476,2.0
368.688,0.000331253,2.0
369.138,0.000331284,2.0
369.608,0.000331211,2.0
370.058,0.000331033,2.0
370.487,0.000331297,2.0
370.957,0.000331106,2.0
371.427,0.000330957,2.0
371.877,0.000330977,2.0
372.377,0.000330989,2.0
372.827,0.000330857,2.0
373.307,0.000330832,2.0
373.797,0.000330769,2.0
374.277,0.000330849,2.0
374.747,0.000330805,2.0
375.227,0.000330725,2.0
375.687,0.000330785,2.0
376.137,0.000330707,2.0
376.597,0.000330794,2.0
377.047,0.000330956,2.0
377.507,0.000330806,2.0
377.977,0.00033096,2.0
378.437,0.000330619,2.0
378.897,0.000330681,2.0
379.347,0.00033078,2.0
379.817,0.00033067,2.0
380.297,0.000330268,2.0
380.737,0.000330532,2.0
381.197,0.000330527,2.0
381.667,0.000330527,2.0
382.147,0.000330379,2.0
382.637,0.000330142,2.0
383.117,0.000330172,2.0
383.597,0.000330242,2.0
384.077,0.000330262,2.0
384.557,0.00033031,2.0
385.027,0.000330073,2.0
385.497,0.000329994,2.0
385.977,0.000330075,2.0
386.457,0.000330231,2.0
386.936,0.000330251,2.0
387.406,0.000330076,2.0
387.876,0.000329863,2.0
388.346,0.000329797,2.0
388.796,0.00032971,2.0
389.286,0.000329529,2.0
389.766,0.000329587,2.0
390.236,0.000329741,2.0
390.716,0.000329473,2.0
391.186,0.000329224,2.0
391.666,0.00032931,2.0
392.136,0.000329423,2.0
392.616,0.000329218,2.0
393.146,0.000329313,2.0
393.636,0.000329248,2.0
394.116,0.000329282,2.0
394.606,0.000329291,2.0
395.066,0.000329177,2.0
395.576,0.000328876,2.0
396.046,0.000328768,2.0
396.486,0.000328922,2.0
396.956,0.000328996,2.0
397.436,0.000329092,2.0
397.896,0.000328722,2.0
398.366,0.000328993,2.0
398.866,0.000328821,2.0
399.346,0.000328611,2.0
399.826,0.00032866,2.0
400.336,0.000328547,2.0
400.826,0.000328532,2.0
401.306,0.00032833,2.0
401.776,0.000328354,2.0
402.266,0.000328391,2.0
402.756,0.000328563,2.0
403.215,0.000328614,2.0
403.695,0.000328392,2.0
404.185,0.000328574,2.0
404.685,0.000328606,2.0
405.155,0.000328604,2.0
405.615,0.000328543,2.0
406.105,0.000328443,2.0
406.545,0.000328358,2.0
407.015,0.000328509,2.0
407.495,0.000328299,2.0
407.955,0.000328368,2.0
408.445,0.000328153,2.0
408.905,0.000328174,2.0
409.375,0.000327932,2.0
409.865,0.000328003,2.0
410.345,0.000327762,2.0
410.855,0.000327947,2.0
411.345,0.00032784,2.0
411.825,0.000327893,2.0
412.305,0.000328017,2.0
412.785,0.000327955,2.0
413.265,0.000327865,2.0
413.755,0.000327913,2.0
414.215,0.000327858,2.0
414.715,0.000328008,2.0
415.165,0.00032792,2.0
415.665,0.000328064,2.0
416.155,0.000327981,2.0
416.645,0.000327982,2.0
417.155,0.000328104,2.0
417.635,0.000327808,2.0
418.115,0.000327951,2.0
418.585,0.000328091,2.0
419.065,0.000327895,2.0
419.545,0.000327719,2.0
420.034,0.000327866,2.0
420.534,0.000327779,2.0
420.994,0.000327588,2.0
421.494,0.00032763,2.0
421.984,0.000327606,2.0
422.464,0.000327644,2.0
422.934,0.000327325,2.0
423.414,0.000327493,2.0
423.904,0.000327269,2.0
424.384,0.000327269,2.0
424.844,0.000327531,2.0
425.294,0.000327461,2.0
425.754,0.000327253,2.0
426.264,0.000327643,2.0
426.754,0.00032771,2.0
427.224,0.000327711,2.0
427.714,0.000327932,2.0
428.174,0.000327839,2.0
428.664,0.000327857,2.0
429.134,0.000328047,2.0
429.634,0.000327952,2.0
430.094,0.000328312,2.0
430.594,0.000328201,2.0
431.074,0.000328562,2.0
431.554,0.000328654,2.0
432.004,0.000328562,2.0
432.474,0.000328701,2.0
432.954,0.000329114,2.0
433.434,0.000329077,2.0
433.984,0.000329205,2.0
434.494,0.000329324,2.0
434.994,0.000329406,2.0
435.494,0.000329661,2.0
435.964,0.000329826,2.0
436.433,0.000329922,2.0
436.913,0.000330064,2.0
437.393,0.00033016,2.0
437.873,0.000330133,2.0
438.363,0.000330636,2.0
438.833,0.000330954,2.0
439.303,0.000331097,2.0
439.773,0.000331128,2.0
440.233,0.000331287,2.0
440.693,0.000331446,2.0
441.173,0.000331815,2.0
441.683,0.000331926,2.0
442.173,0.000332087,2.0
442.663,0.000332317,2.0
443.143,0.000332509,2.0
443.613,0.00033271,2.0
444.093,0.00033281,2.0
444.583,0.000333054,2.0
445.073,0.000333394,2.0
445.553,0.000333524,2.0
446.053,0.000333714,2.0
446.523,0.00033385,2.0
447.013,0.000334039,2.0
447.483,0.00033412,2.0
447.963,0.000334414,2.0
448.453,0.000334679,2.0
448.903,0.000334946,2.0
449.383,0.000335052,2.0
449.863,0.000335482,2.0
450.333,0.000335888,2.0
450.803,0.000336177,2.0
451.283,0.0003364,2.0
451.743,0.000337059,2.0
452.213,0.000337334,2.0
452.692,0.000337654,2.0
453.162,0.000338018,2.0
453.632,0.000338538,2.0
454.112,0.000338887,2.0
454.582,0.00033902,2.0
455.032,0.000339308,2.0
455.532,0.00033976,2.0
456.022,0.000340043,2.0
456.502,0.000340303,2.0
457.012,0.0003406,2.0
457.492,0.000341132,2.0
457.982,0.000341227,2.0
458.472,0.000341521,2.0
458.942,0.000342021,2.0
459.412,0.000342153,2.0
459.892,0.000342311,2.0
460.372,0.000342584,2.0
460.862,0.000342964,2.0
461.332,0.000343205,2.0
461.772,0.000343466,2.0
462.212,0.000343682,2.0
462.692,0.000344224,2.0
463.192,0.000344479,2.0
463.662,0.000344794,2.0
464.152,0.000344793,2.0
464.632,0.000345188,2.0
465.112,0.000345137,2.0
465.592,0.000345391,2.0
466.072,0.000345708,2.0
466.562,0.000345776,2.0
467.052,0.0003459,2.0
467.542,0.000346158,2.0
468.022,0.000346358,2.0
468.492,0.000346526,2.0
468.971,0.000346858,2.0
469.421,0.000346994,2.0
469.891,0.000347109,2.0
470.391,0.000347188,2.0
470.861,0.000347484,2.0
471.351,0.000347366,2.0
471.851,0.00034742,2.0
472.381,0.000347735,2.0
472.851,0.000347848,2.0
473.341,0.000348006,2.0
473.811,0.000348307,2.0
474.301,0.0003483,2.0
474.791,0.000348392,2.0
475.291,0.000348451,2.0
475.751,0.00034871,2.0
476.241,0.000348716,2.0
476.721,0.000348847,2.0
477.211,0.000349009,2.0
477.691,0.000348964,2.0
478.161,0.000349051,2.0
478.641,0.000349152,2.0
479.131,0.00034932,2.0
479.621,0.000349449,2.0
480.121,0.000349506,2.0
480.601,0.000349584,2.0
481.091,0.000349672,2.0
481.601,0.000349555,2.0
482.061,0.000349718,2.0
482.541,0.000349791,2.0
483.031,0.000349884,2.0
483.521,0.00035012,2.0
484.031,0.000349954,2.0
484.521,0.000350013,2.0
484.991,0.00035012,2.0
485.470,0.000350213,2.0
