'aceton_AS15.2.spc - RawData'
'Wavelength nm.'	'Abs.'
769.0	0.0313
770.0	0.0311
771.0	0.0310
772.0	0.0309
773.0	0.0308
774.0	0.0307
775.0	0.0308
776.0	0.0308
777.0	0.0310
778.0	0.0311
779.0	0.0313
780.0	0.0315
781.0	0.0316
782.0	0.0319
783.0	0.0321
784.0	0.0324
785.0	0.0326
786.0	0.0327
787.0	0.0330
788.0	0.0331
789.0	0.0333
790.0	0.0332
791.0	0.0333
792.0	0.0333
793.0	0.0333
794.0	0.0334
795.0	0.0334
796.0	0.0334
797.0	0.0333
798.0	0.0331
799.0	0.0331
800.0	0.0351
801.0	0.0371
802.0	0.0392
803.0	0.0392
804.0	0.0392
805.0	0.0392
806.0	0.0391
807.0	0.0392
808.0	0.0392
809.0	0.0392
810.0	0.0391
811.0	0.0391
812.0	0.0391
813.0	0.0391
814.0	0.0391
815.0	0.0390
816.0	0.0390
817.0	0.0388
818.0	0.0388
819.0	0.0386
820.0	0.0385
821.0	0.0383
822.0	0.0383
823.0	0.0383
824.0	0.0381
825.0	0.0381
826.0	0.0380
827.0	0.0379
828.0	0.0377
829.0	0.0377
830.0	0.0360
831.0	0.0343
832.0	0.0325
833.0	0.0325
834.0	0.0325
835.0	0.0325
836.0	0.0324
837.0	0.0324
838.0	0.0324
839.0	0.0325
840.0	0.0325
841.0	0.0325
842.0	0.0325
843.0	0.0325
844.0	0.0326
845.0	0.0326
846.0	0.0327
847.0	0.0327
848.0	0.0327
849.0	0.0327
850.0	0.0327
851.0	0.0327
852.0	0.0327
853.0	0.0326
854.0	0.0327
855.0	0.0327
856.0	0.0327
857.0	0.0329
858.0	0.0331
859.0	0.0334
860.0	0.0336
861.0	0.0338
862.0	0.0342
863.0	0.0345
864.0	0.0348
865.0	0.0350
866.0	0.0352
867.0	0.0354
868.0	0.0357
869.0	0.0358
870.0	0.0360
871.0	0.0362
872.0	0.0363
873.0	0.0365
874.0	0.0368
875.0	0.0372
876.0	0.0376
877.0	0.0380
878.0	0.0386
879.0	0.0393
880.0	0.0400
881.0	0.0408
882.0	0.0416
883.0	0.0426
884.0	0.0436
885.0	0.0448
886.0	0.0462
887.0	0.0478
888.0	0.0496
889.0	0.0516
890.0	0.0537
891.0	0.0554
892.0	0.0567
893.0	0.0574
894.0	0.0575
895.0	0.0571
896.0	0.0563
897.0	0.0555
898.0	0.0547
899.0	0.0542
900.0	0.0539
901.0	0.0540
902.0	0.0543
903.0	0.0547
904.0	0.0551
905.0	0.0555
906.0	0.0557
907.0	0.0558
908.0	0.0557
909.0	0.0552
910.0	0.0545
911.0	0.0533
912.0	0.0520
913.0	0.0505
914.0	0.0489
915.0	0.0468
916.0	0.0446
917.0	0.0424
918.0	0.0407
919.0	0.0391
920.0	0.0378
921.0	0.0367
922.0	0.0358
923.0	0.0350
924.0	0.0343
925.0	0.0339
926.0	0.0335
927.0	0.0333
928.0	0.0331
929.0	0.0329
930.0	0.0328
931.0	0.0326
932.0	0.0325
933.0	0.0323
934.0	0.0321
935.0	0.0319
936.0	0.0318
937.0	0.0318
938.0	0.0317
939.0	0.0317
940.0	0.0315
941.0	0.0315
942.0	0.0315
943.0	0.0315
944.0	0.0314
945.0	0.0315
946.0	0.0315
947.0	0.0314
948.0	0.0316
949.0	0.0317
950.0	0.0318
951.0	0.0317
952.0	0.0317
953.0	0.0319
954.0	0.0319
955.0	0.0319
956.0	0.0319
957.0	0.0320
958.0	0.0321
959.0	0.0321
960.0	0.0322
961.0	0.0323
962.0	0.0324
963.0	0.0325
964.0	0.0327
965.0	0.0329
966.0	0.0330
967.0	0.0331
968.0	0.0333
969.0	0.0335
970.0	0.0337
971.0	0.0340
972.0	0.0343
973.0	0.0345
974.0	0.0346
975.0	0.0349
976.0	0.0352
977.0	0.0354
978.0	0.0356
979.0	0.0360
980.0	0.0365
981.0	0.0371
982.0	0.0375
983.0	0.0380
984.0	0.0385
985.0	0.0391
986.0	0.0397
987.0	0.0402
988.0	0.0406
989.0	0.0410
990.0	0.0414
991.0	0.0419
992.0	0.0425
993.0	0.0431
994.0	0.0437
995.0	0.0443
996.0	0.0449
997.0	0.0455
998.0	0.0461
999.0	0.0465
1000.0	0.0467
