'chcl3_AS15.2.spc - RawData'
'Wavelength nm.'	'Abs.'
661.0	0.0388
662.0	0.0388
663.0	0.0388
664.0	0.0386
665.0	0.0384
666.0	0.0384
667.0	0.0383
668.0	0.0383
669.0	0.0383
670.0	0.0383
671.0	0.0383
672.0	0.0381
673.0	0.0380
674.0	0.0379
675.0	0.0378
676.0	0.0377
677.0	0.0378
678.0	0.0379
679.0	0.0381
680.0	0.0383
681.0	0.0384
682.0	0.0384
683.0	0.0382
684.0	0.0383
685.0	0.0382
686.0	0.0382
687.0	0.0381
688.0	0.0381
689.0	0.0381
690.0	0.0381
691.0	0.0382
692.0	0.0381
693.0	0.0380
694.0	0.0379
695.0	0.0380
696.0	0.0380
697.0	0.0380
698.0	0.0380
699.0	0.0381
700.0	0.0381
701.0	0.0381
702.0	0.0380
703.0	0.0380
704.0	0.0378
705.0	0.0379
706.0	0.0381
707.0	0.0384
708.0	0.0383
709.0	0.0382
710.0	0.0380
711.0	0.0381
712.0	0.0382
713.0	0.0384
714.0	0.0384
715.0	0.0386
716.0	0.0386
717.0	0.0385
718.0	0.0387
719.0	0.0389
720.0	0.0391
721.0	0.0390
722.0	0.0390
723.0	0.0389
724.0	0.0388
725.0	0.0387
726.0	0.0386
727.0	0.0385
728.0	0.0384
729.0	0.0383
730.0	0.0382
731.0	0.0382
732.0	0.0383
733.0	0.0384
734.0	0.0386
735.0	0.0385
736.0	0.0385
737.0	0.0383
738.0	0.0383
739.0	0.0384
740.0	0.0385
741.0	0.0384
742.0	0.0384
743.0	0.0384
744.0	0.0384
745.0	0.0385
746.0	0.0385
747.0	0.0385
748.0	0.0384
749.0	0.0384
750.0	0.0384
751.0	0.0384
752.0	0.0385
753.0	0.0385
754.0	0.0386
755.0	0.0386
756.0	0.0386
757.0	0.0386
758.0	0.0385
759.0	0.0386
760.0	0.0386
761.0	0.0386
762.0	0.0387
763.0	0.0387
764.0	0.0387
765.0	0.0387
766.0	0.0385
767.0	0.0387
768.0	0.0387
769.0	0.0388
770.0	0.0386
771.0	0.0386
772.0	0.0386
773.0	0.0387
774.0	0.0387
775.0	0.0388
776.0	0.0388
777.0	0.0390
778.0	0.0390
779.0	0.0391
780.0	0.0392
781.0	0.0393
782.0	0.0394
783.0	0.0394
784.0	0.0394
785.0	0.0394
786.0	0.0395
787.0	0.0397
788.0	0.0396
789.0	0.0396
790.0	0.0393
791.0	0.0393
792.0	0.0393
793.0	0.0395
794.0	0.0396
795.0	0.0398
796.0	0.0400
797.0	0.0401
798.0	0.0405
799.0	0.0407
800.0	0.0409
