'1_3k_water.spc - RawData'
'Wavelength nm.'	'Abs.'
468.0	0.0416
469.0	0.0415
470.0	0.0417
471.0	0.0417
472.0	0.0418
473.0	0.0418
474.0	0.0418
475.0	0.0418
476.0	0.0418
477.0	0.0418
478.0	0.0417
479.0	0.0416
480.0	0.0416
481.0	0.0416
482.0	0.0416
483.0	0.0415
484.0	0.0415
485.0	0.0414
486.0	0.0415
487.0	0.0414
488.0	0.0413
489.0	0.0412
490.0	0.0412
491.0	0.0412
492.0	0.0411
493.0	0.0411
494.0	0.0410
495.0	0.0411
496.0	0.0411
497.0	0.0411
498.0	0.0411
499.0	0.0411
500.0	0.0409
501.0	0.0409
502.0	0.0409
503.0	0.0409
504.0	0.0409
505.0	0.0409
506.0	0.0410
507.0	0.0409
508.0	0.0409
509.0	0.0408
510.0	0.0408
511.0	0.0407
512.0	0.0407
513.0	0.0407
514.0	0.0407
515.0	0.0407
516.0	0.0406
517.0	0.0406
518.0	0.0405
519.0	0.0406
520.0	0.0405
521.0	0.0405
522.0	0.0405
523.0	0.0405
524.0	0.0405
525.0	0.0405
526.0	0.0405
527.0	0.0405
528.0	0.0405
529.0	0.0405
530.0	0.0404
531.0	0.0403
532.0	0.0402
533.0	0.0401
534.0	0.0401
535.0	0.0401
536.0	0.0401
537.0	0.0400
538.0	0.0400
539.0	0.0401
540.0	0.0400
541.0	0.0400
542.0	0.0400
543.0	0.0400
544.0	0.0399
545.0	0.0398
546.0	0.0399
547.0	0.0399
548.0	0.0398
549.0	0.0398
550.0	0.0398
551.0	0.0398
552.0	0.0398
553.0	0.0398
554.0	0.0398
555.0	0.0398
556.0	0.0397
557.0	0.0396
558.0	0.0396
559.0	0.0396
560.0	0.0396
561.0	0.0396
562.0	0.0397
563.0	0.0396
564.0	0.0397
565.0	0.0397
566.0	0.0397
567.0	0.0396
568.0	0.0396
569.0	0.0395
570.0	0.0394
571.0	0.0395
572.0	0.0394
573.0	0.0395
574.0	0.0394
575.0	0.0395
576.0	0.0396
577.0	0.0396
578.0	0.0395
579.0	0.0395
580.0	0.0395
581.0	0.0394
582.0	0.0394
583.0	0.0395
584.0	0.0395
585.0	0.0395
586.0	0.0395
587.0	0.0396
588.0	0.0396
589.0	0.0395
590.0	0.0395
591.0	0.0396
592.0	0.0396
593.0	0.0396
594.0	0.0397
595.0	0.0397
596.0	0.0396
597.0	0.0395
598.0	0.0396
599.0	0.0396
600.0	0.0396
601.0	0.0397
602.0	0.0398
603.0	0.0398
604.0	0.0398
605.0	0.0399
606.0	0.0398
607.0	0.0399
608.0	0.0397
609.0	0.0398
610.0	0.0397
611.0	0.0396
612.0	0.0396
613.0	0.0397
614.0	0.0398
615.0	0.0398
616.0	0.0398
617.0	0.0397
618.0	0.0398
619.0	0.0396
620.0	0.0396
621.0	0.0396
622.0	0.0396
623.0	0.0397
624.0	0.0396
625.0	0.0397
626.0	0.0396
627.0	0.0397
628.0	0.0396
629.0	0.0397
630.0	0.0396
631.0	0.0395
632.0	0.0394
633.0	0.0395
634.0	0.0396
635.0	0.0395
636.0	0.0396
637.0	0.0396
638.0	0.0396
639.0	0.0396
640.0	0.0397
641.0	0.0396
642.0	0.0394
643.0	0.0394
644.0	0.0395
645.0	0.0395
646.0	0.0395
647.0	0.0396
648.0	0.0396
649.0	0.0396
650.0	0.0395
651.0	0.0396
652.0	0.0395
653.0	0.0396
654.0	0.0395
655.0	0.0396
656.0	0.0396
657.0	0.0396
658.0	0.0398
659.0	0.0399
660.0	0.0400
661.0	0.0399
662.0	0.0399
663.0	0.0398
664.0	0.0398
665.0	0.0398
666.0	0.0397
667.0	0.0397
668.0	0.0397
669.0	0.0397
670.0	0.0397
671.0	0.0397
672.0	0.0397
673.0	0.0398
674.0	0.0397
675.0	0.0397
676.0	0.0397
677.0	0.0397
678.0	0.0396
679.0	0.0397
680.0	0.0397
681.0	0.0396
682.0	0.0396
683.0	0.0397
684.0	0.0398
685.0	0.0397
686.0	0.0396
687.0	0.0396
688.0	0.0396
689.0	0.0396
690.0	0.0397
691.0	0.0397
692.0	0.0398
693.0	0.0398
694.0	0.0398
695.0	0.0399
696.0	0.0399
697.0	0.0400
698.0	0.0399
699.0	0.0400
700.0	0.0400
701.0	0.0400
702.0	0.0400
703.0	0.0401
704.0	0.0403
705.0	0.0403
706.0	0.0404
707.0	0.0406
708.0	0.0406
709.0	0.0406
710.0	0.0407
711.0	0.0408
712.0	0.0410
713.0	0.0412
714.0	0.0413
715.0	0.0415
716.0	0.0416
717.0	0.0417
718.0	0.0419
719.0	0.0421
720.0	0.0424
721.0	0.0425
722.0	0.0427
723.0	0.0429
724.0	0.0433
725.0	0.0435
726.0	0.0438
727.0	0.0441
728.0	0.0445
729.0	0.0448
730.0	0.0453
731.0	0.0457
732.0	0.0463
733.0	0.0468
734.0	0.0473
735.0	0.0475
736.0	0.0479
737.0	0.0481
738.0	0.0484
739.0	0.0485
740.0	0.0486
741.0	0.0487
742.0	0.0487
743.0	0.0488
744.0	0.0488
745.0	0.0487
746.0	0.0487
747.0	0.0488
748.0	0.0488
749.0	0.0488
750.0	0.0488
751.0	0.0487
752.0	0.0488
753.0	0.0488
754.0	0.0489
755.0	0.0488
756.0	0.0488
757.0	0.0488
758.0	0.0489
759.0	0.0489
760.0	0.0488
761.0	0.0488
762.0	0.0488
763.0	0.0489
764.0	0.0486
765.0	0.0484
766.0	0.0484
767.0	0.0486
768.0	0.0486
769.0	0.0486
770.0	0.0485
771.0	0.0485
772.0	0.0485
773.0	0.0484
774.0	0.0485
775.0	0.0484
776.0	0.0484
777.0	0.0482
778.0	0.0481
779.0	0.0479
780.0	0.0479
781.0	0.0478
782.0	0.0478
783.0	0.0477
784.0	0.0475
785.0	0.0474
786.0	0.0472
787.0	0.0471
788.0	0.0470
789.0	0.0470
790.0	0.0467
791.0	0.0467
792.0	0.0465
793.0	0.0463
794.0	0.0462
795.0	0.0462
796.0	0.0461
797.0	0.0459
798.0	0.0460
799.0	0.0460
800.0	0.0461
