'toluene_AS15.2.spc - RawData'
'Wavelength nm.'	'Abs.'
966.0	0.0303
967.0	0.0302
968.0	0.0302
969.0	0.0303
970.0	0.0304
971.0	0.0305
972.0	0.0306
973.0	0.0308
974.0	0.0309
975.0	0.0312
976.0	0.0314
977.0	0.0316
978.0	0.0317
979.0	0.0318
980.0	0.0320
981.0	0.0322
982.0	0.0322
983.0	0.0323
984.0	0.0324
985.0	0.0326
986.0	0.0328
987.0	0.0331
988.0	0.0334
989.0	0.0337
990.0	0.0340
991.0	0.0344
992.0	0.0349
993.0	0.0353
994.0	0.0357
995.0	0.0361
996.0	0.0364
997.0	0.0367
998.0	0.0369
999.0	0.0370
1000.0	0.0370
