'2_3k_water_10_cd.spc - RawData'
'Wavelength nm.'	'Abs.'
523.0	0.0407
524.0	0.0406
525.0	0.0407
526.0	0.0407
527.0	0.0406
528.0	0.0406
529.0	0.0406
530.0	0.0406
531.0	0.0405
532.0	0.0403
533.0	0.0402
534.0	0.0402
535.0	0.0401
536.0	0.0400
537.0	0.0399
538.0	0.0399
539.0	0.0399
540.0	0.0400
541.0	0.0400
542.0	0.0400
543.0	0.0399
544.0	0.0397
545.0	0.0396
546.0	0.0395
547.0	0.0395
548.0	0.0394
549.0	0.0394
550.0	0.0394
551.0	0.0395
552.0	0.0394
553.0	0.0393
554.0	0.0393
555.0	0.0393
556.0	0.0393
557.0	0.0392
558.0	0.0391
559.0	0.0391
560.0	0.0390
561.0	0.0390
562.0	0.0389
563.0	0.0389
564.0	0.0391
565.0	0.0391
566.0	0.0391
567.0	0.0388
568.0	0.0387
569.0	0.0387
570.0	0.0387
571.0	0.0388
572.0	0.0389
573.0	0.0388
574.0	0.0388
575.0	0.0388
576.0	0.0388
577.0	0.0387
578.0	0.0387
579.0	0.0386
580.0	0.0386
581.0	0.0388
582.0	0.0388
583.0	0.0390
584.0	0.0390
585.0	0.0390
586.0	0.0389
587.0	0.0388
588.0	0.0388
589.0	0.0388
590.0	0.0387
591.0	0.0388
592.0	0.0387
593.0	0.0387
594.0	0.0387
595.0	0.0387
596.0	0.0386
597.0	0.0385
598.0	0.0386
599.0	0.0387
600.0	0.0389
601.0	0.0390
602.0	0.0390
603.0	0.0390
604.0	0.0390
605.0	0.0389
606.0	0.0387
607.0	0.0387
608.0	0.0386
609.0	0.0387
610.0	0.0389
611.0	0.0388
612.0	0.0388
613.0	0.0388
614.0	0.0390
615.0	0.0388
616.0	0.0390
617.0	0.0388
618.0	0.0389
619.0	0.0387
620.0	0.0386
621.0	0.0385
622.0	0.0386
623.0	0.0388
624.0	0.0388
625.0	0.0388
626.0	0.0387
627.0	0.0387
628.0	0.0387
629.0	0.0387
630.0	0.0387
631.0	0.0387
632.0	0.0386
633.0	0.0386
634.0	0.0388
635.0	0.0389
636.0	0.0389
637.0	0.0389
638.0	0.0389
639.0	0.0389
640.0	0.0389
641.0	0.0388
642.0	0.0386
643.0	0.0384
644.0	0.0386
645.0	0.0387
646.0	0.0388
647.0	0.0389
648.0	0.0389
649.0	0.0387
650.0	0.0386
651.0	0.0386
652.0	0.0387
653.0	0.0387
654.0	0.0388
655.0	0.0389
656.0	0.0391
657.0	0.0393
658.0	0.0394
659.0	0.0395
660.0	0.0396
661.0	0.0396
662.0	0.0395
663.0	0.0394
664.0	0.0393
665.0	0.0392
666.0	0.0392
667.0	0.0391
668.0	0.0389
669.0	0.0386
670.0	0.0386
671.0	0.0388
672.0	0.0390
673.0	0.0388
674.0	0.0387
675.0	0.0386
676.0	0.0387
677.0	0.0388
678.0	0.0388
679.0	0.0388
680.0	0.0388
681.0	0.0389
682.0	0.0389
683.0	0.0389
684.0	0.0388
685.0	0.0387
686.0	0.0387
687.0	0.0388
688.0	0.0389
689.0	0.0391
690.0	0.0390
691.0	0.0391
692.0	0.0392
693.0	0.0392
694.0	0.0391
695.0	0.0391
696.0	0.0392
697.0	0.0393
698.0	0.0393
699.0	0.0392
700.0	0.0393
701.0	0.0396
702.0	0.0399
703.0	0.0402
704.0	0.0402
705.0	0.0402
706.0	0.0403
707.0	0.0405
708.0	0.0405
709.0	0.0404
710.0	0.0402
711.0	0.0406
712.0	0.0408
713.0	0.0410
714.0	0.0412
715.0	0.0413
716.0	0.0416
717.0	0.0416
718.0	0.0417
719.0	0.0417
720.0	0.0418
721.0	0.0422
722.0	0.0426
723.0	0.0427
724.0	0.0429
725.0	0.0432
726.0	0.0433
727.0	0.0435
728.0	0.0439
729.0	0.0446
730.0	0.0449
731.0	0.0454
732.0	0.0458
733.0	0.0464
734.0	0.0467
735.0	0.0470
736.0	0.0474
737.0	0.0477
738.0	0.0479
739.0	0.0480
740.0	0.0480
741.0	0.0482
742.0	0.0483
743.0	0.0484
744.0	0.0484
745.0	0.0483
746.0	0.0482
747.0	0.0482
748.0	0.0483
749.0	0.0485
750.0	0.0485
751.0	0.0485
752.0	0.0485
753.0	0.0486
754.0	0.0488
755.0	0.0486
756.0	0.0487
757.0	0.0486
758.0	0.0488
759.0	0.0486
760.0	0.0487
761.0	0.0487
762.0	0.0487
763.0	0.0486
764.0	0.0484
765.0	0.0484
766.0	0.0483
767.0	0.0484
768.0	0.0485
769.0	0.0486
770.0	0.0487
771.0	0.0487
772.0	0.0485
773.0	0.0484
774.0	0.0486
775.0	0.0486
776.0	0.0487
777.0	0.0484
778.0	0.0483
779.0	0.0482
780.0	0.0482
781.0	0.0483
782.0	0.0483
783.0	0.0480
784.0	0.0476
785.0	0.0475
786.0	0.0476
787.0	0.0475
788.0	0.0473
789.0	0.0470
790.0	0.0469
791.0	0.0470
792.0	0.0469
793.0	0.0468
794.0	0.0464
795.0	0.0467
796.0	0.0468
797.0	0.0466
798.0	0.0465
799.0	0.0462
800.0	0.0462
