'1_3k_water_28_cd.spc - RawData'
'Wavelength nm.'	'Abs.'
378.0	0.0654
379.0	0.0644
380.0	0.0635
381.0	0.0627
382.0	0.0620
383.0	0.0612
384.0	0.0606
385.0	0.0598
386.0	0.0591
387.0	0.0583
388.0	0.0575
389.0	0.0566
390.0	0.0558
391.0	0.0551
392.0	0.0545
393.0	0.0539
394.0	0.0531
395.0	0.0525
396.0	0.0521
397.0	0.0516
398.0	0.0512
399.0	0.0504
400.0	0.0501
401.0	0.0495
402.0	0.0492
403.0	0.0488
404.0	0.0484
405.0	0.0481
406.0	0.0477
407.0	0.0475
408.0	0.0472
409.0	0.0470
410.0	0.0468
411.0	0.0467
412.0	0.0464
413.0	0.0462
414.0	0.0459
415.0	0.0458
416.0	0.0456
417.0	0.0454
418.0	0.0453
419.0	0.0452
420.0	0.0451
421.0	0.0449
422.0	0.0448
423.0	0.0447
424.0	0.0446
425.0	0.0444
426.0	0.0444
427.0	0.0443
428.0	0.0441
429.0	0.0439
430.0	0.0439
431.0	0.0440
432.0	0.0439
433.0	0.0439
434.0	0.0437
435.0	0.0436
436.0	0.0435
437.0	0.0434
438.0	0.0434
439.0	0.0433
440.0	0.0432
441.0	0.0431
442.0	0.0431
443.0	0.0431
444.0	0.0431
445.0	0.0430
446.0	0.0429
447.0	0.0429
448.0	0.0428
449.0	0.0428
450.0	0.0426
451.0	0.0425
452.0	0.0426
453.0	0.0426
454.0	0.0426
455.0	0.0424
456.0	0.0422
457.0	0.0422
458.0	0.0421
459.0	0.0422
460.0	0.0422
461.0	0.0422
462.0	0.0422
463.0	0.0422
464.0	0.0422
465.0	0.0421
466.0	0.0421
467.0	0.0419
468.0	0.0420
469.0	0.0419
470.0	0.0421
471.0	0.0421
472.0	0.0422
473.0	0.0421
474.0	0.0420
475.0	0.0420
476.0	0.0419
477.0	0.0418
478.0	0.0418
479.0	0.0418
480.0	0.0417
481.0	0.0417
482.0	0.0417
483.0	0.0417
484.0	0.0416
485.0	0.0415
486.0	0.0415
487.0	0.0414
488.0	0.0414
489.0	0.0413
490.0	0.0414
491.0	0.0414
492.0	0.0413
493.0	0.0413
494.0	0.0412
495.0	0.0412
496.0	0.0412
497.0	0.0412
498.0	0.0412
499.0	0.0411
500.0	0.0410
501.0	0.0410
502.0	0.0410
503.0	0.0409
504.0	0.0409
505.0	0.0410
506.0	0.0409
507.0	0.0409
508.0	0.0409
509.0	0.0408
510.0	0.0407
511.0	0.0407
512.0	0.0408
513.0	0.0408
514.0	0.0408
515.0	0.0407
516.0	0.0406
517.0	0.0406
518.0	0.0406
519.0	0.0406
520.0	0.0405
521.0	0.0405
522.0	0.0405
523.0	0.0405
524.0	0.0405
525.0	0.0406
526.0	0.0406
527.0	0.0406
528.0	0.0406
529.0	0.0406
530.0	0.0404
531.0	0.0403
532.0	0.0401
533.0	0.0401
534.0	0.0401
535.0	0.0400
536.0	0.0400
537.0	0.0401
538.0	0.0401
539.0	0.0401
540.0	0.0401
541.0	0.0400
542.0	0.0400
543.0	0.0398
544.0	0.0398
545.0	0.0398
546.0	0.0399
547.0	0.0399
548.0	0.0399
549.0	0.0399
550.0	0.0398
551.0	0.0398
552.0	0.0398
553.0	0.0398
554.0	0.0398
555.0	0.0398
556.0	0.0397
557.0	0.0397
558.0	0.0396
559.0	0.0396
560.0	0.0396
561.0	0.0396
562.0	0.0396
563.0	0.0394
564.0	0.0395
565.0	0.0395
566.0	0.0395
567.0	0.0395
568.0	0.0395
569.0	0.0395
570.0	0.0395
571.0	0.0396
572.0	0.0395
573.0	0.0395
574.0	0.0394
575.0	0.0395
576.0	0.0395
577.0	0.0395
578.0	0.0395
579.0	0.0395
580.0	0.0395
581.0	0.0395
582.0	0.0396
583.0	0.0396
584.0	0.0396
585.0	0.0396
586.0	0.0396
587.0	0.0397
588.0	0.0396
589.0	0.0396
590.0	0.0396
591.0	0.0396
592.0	0.0395
593.0	0.0395
594.0	0.0396
595.0	0.0396
596.0	0.0397
597.0	0.0397
598.0	0.0397
599.0	0.0396
600.0	0.0396
601.0	0.0397
602.0	0.0397
603.0	0.0397
604.0	0.0397
605.0	0.0398
606.0	0.0397
607.0	0.0397
608.0	0.0397
609.0	0.0397
610.0	0.0397
611.0	0.0396
612.0	0.0396
613.0	0.0396
614.0	0.0397
615.0	0.0397
616.0	0.0397
617.0	0.0396
618.0	0.0397
619.0	0.0396
620.0	0.0396
621.0	0.0396
622.0	0.0395
623.0	0.0397
624.0	0.0396
625.0	0.0397
626.0	0.0396
627.0	0.0397
628.0	0.0396
629.0	0.0396
630.0	0.0396
631.0	0.0396
632.0	0.0396
633.0	0.0395
634.0	0.0396
635.0	0.0395
636.0	0.0396
637.0	0.0396
638.0	0.0396
639.0	0.0396
640.0	0.0396
641.0	0.0396
642.0	0.0396
643.0	0.0395
644.0	0.0395
645.0	0.0395
646.0	0.0396
647.0	0.0397
648.0	0.0397
649.0	0.0397
650.0	0.0396
651.0	0.0396
652.0	0.0396
653.0	0.0397
654.0	0.0397
655.0	0.0397
656.0	0.0398
657.0	0.0399
658.0	0.0400
659.0	0.0401
660.0	0.0401
661.0	0.0401
662.0	0.0401
663.0	0.0401
664.0	0.0401
665.0	0.0400
666.0	0.0399
667.0	0.0399
668.0	0.0398
669.0	0.0398
670.0	0.0397
671.0	0.0397
672.0	0.0397
673.0	0.0396
674.0	0.0395
675.0	0.0396
676.0	0.0396
677.0	0.0396
678.0	0.0397
679.0	0.0398
680.0	0.0398
681.0	0.0398
682.0	0.0398
683.0	0.0398
684.0	0.0397
685.0	0.0397
686.0	0.0397
687.0	0.0398
688.0	0.0398
689.0	0.0398
690.0	0.0397
691.0	0.0398
692.0	0.0398
693.0	0.0398
694.0	0.0397
695.0	0.0399
696.0	0.0400
697.0	0.0401
698.0	0.0401
699.0	0.0401
700.0	0.0401
701.0	0.0401
702.0	0.0402
703.0	0.0403
704.0	0.0405
705.0	0.0404
706.0	0.0405
707.0	0.0406
708.0	0.0407
709.0	0.0408
710.0	0.0408
711.0	0.0409
712.0	0.0410
713.0	0.0411
714.0	0.0413
715.0	0.0416
716.0	0.0418
717.0	0.0420
718.0	0.0421
719.0	0.0423
720.0	0.0425
721.0	0.0427
722.0	0.0428
723.0	0.0430
724.0	0.0434
725.0	0.0437
726.0	0.0439
727.0	0.0441
728.0	0.0445
729.0	0.0450
730.0	0.0454
731.0	0.0459
732.0	0.0464
733.0	0.0470
734.0	0.0474
735.0	0.0477
736.0	0.0480
737.0	0.0483
738.0	0.0486
739.0	0.0487
740.0	0.0487
741.0	0.0487
742.0	0.0488
743.0	0.0489
744.0	0.0489
745.0	0.0489
746.0	0.0489
747.0	0.0490
748.0	0.0491
749.0	0.0489
750.0	0.0489
751.0	0.0489
752.0	0.0491
753.0	0.0491
754.0	0.0493
755.0	0.0492
756.0	0.0490
757.0	0.0490
758.0	0.0490
759.0	0.0489
760.0	0.0490
761.0	0.0490
762.0	0.0491
763.0	0.0491
764.0	0.0489
765.0	0.0488
766.0	0.0487
767.0	0.0488
768.0	0.0487
769.0	0.0486
770.0	0.0486
771.0	0.0486
772.0	0.0486
773.0	0.0486
774.0	0.0486
775.0	0.0486
776.0	0.0485
777.0	0.0484
778.0	0.0483
779.0	0.0483
780.0	0.0483
781.0	0.0482
782.0	0.0480
783.0	0.0478
784.0	0.0477
785.0	0.0476
786.0	0.0475
787.0	0.0473
788.0	0.0472
789.0	0.0471
790.0	0.0469
791.0	0.0468
792.0	0.0467
793.0	0.0467
794.0	0.0466
795.0	0.0467
796.0	0.0466
797.0	0.0463
798.0	0.0463
799.0	0.0463
800.0	0.0463
