IRF_5Mhz1.ptu	 	p62-60_5MHz_2_OTCSPC; OverallDecay	 	Fitted Curve	 	Residuals	 
7.99999977374457	11	8.24999976667409	4	8.24999976667409	---	8.24999976667409	---
8.24999976667409	10	8.49999975960361	3	8.49999975960361	---	8.49999975960361	---
8.49999975960361	15	8.74999975253313	1	8.74999975253313	---	8.74999975253313	---
8.74999975253313	13	8.99999974546264	8	8.99999974546264	---	8.99999974546264	---
8.99999974546264	13	9.24999973839216	5	9.24999973839216	---	9.24999973839216	---
9.24999973839216	8	9.49999973132168	2	9.49999973132168	---	9.49999973132168	---
9.49999973132168	9	9.7499997242512	6	9.7499997242512	---	9.7499997242512	---
9.7499997242512	13	9.99999971718071	5	9.99999971718071	---	9.99999971718071	---
9.99999971718071	11	10.2499997101102	4	10.2499997101102	---	10.2499997101102	---
10.2499997101102	9	10.4999997030398	4	10.4999997030398	---	10.4999997030398	---
10.4999997030398	14	10.7499996959693	7	10.7499996959693	---	10.7499996959693	---
10.7499996959693	10	10.9999996888988	9	10.9999996888988	---	10.9999996888988	---
10.9999996888988	9	11.2499996818283	3	11.2499996818283	---	11.2499996818283	---
11.2499996818283	9	11.4999996747578	5	11.4999996747578	---	11.4999996747578	---
11.4999996747578	14	11.7499996676873	3	11.7499996676873	---	11.7499996676873	---
11.7499996676873	17	11.9999996606169	6	11.9999996606169	---	11.9999996606169	---
11.9999996606169	7	12.2499996535464	3	12.2499996535464	---	12.2499996535464	---
12.2499996535464	11	12.4999996464759	6	12.4999996464759	---	12.4999996464759	---
12.4999996464759	11	12.7499996394054	0	12.7499996394054	---	12.7499996394054	---
12.7499996394054	17	12.9999996323349	1	12.9999996323349	---	12.9999996323349	---
12.9999996323349	10	13.2499996252644	4	13.2499996252644	---	13.2499996252644	---
13.2499996252644	16	13.499999618194	4	13.499999618194	---	13.499999618194	---
13.499999618194	9	13.7499996111235	3	13.7499996111235	---	13.7499996111235	---
13.7499996111235	6	13.999999604053	4	13.999999604053	---	13.999999604053	---
13.999999604053	16	14.2499995969825	8	14.2499995969825	---	14.2499995969825	---
14.2499995969825	7	14.499999589912	5	14.499999589912	---	14.499999589912	---
14.499999589912	13	14.7499995828416	7	14.7499995828416	---	14.7499995828416	---
14.7499995828416	10	14.9999995757711	7	14.9999995757711	---	14.9999995757711	---
14.9999995757711	11	15.2499995687006	5	15.2499995687006	---	15.2499995687006	---
15.2499995687006	11	15.4999995616301	3	15.4999995616301	---	15.4999995616301	---
15.4999995616301	15	15.7499995545596	5	15.7499995545596	---	15.7499995545596	---
15.7499995545596	8	15.9999995474891	2	15.9999995474891	---	15.9999995474891	---
15.9999995474891	12	16.2499995404187	1	16.2499995404187	---	16.2499995404187	---
16.2499995404187	12	16.4999995333482	4	16.4999995333482	---	16.4999995333482	---
16.4999995333482	9	16.7499995262777	5	16.7499995262777	---	16.7499995262777	---
16.7499995262777	12	16.9999995192072	4	16.9999995192072	---	16.9999995192072	---
16.9999995192072	10	17.2499995121367	5	17.2499995121367	---	17.2499995121367	---
17.2499995121367	15	17.4999995050662	5	17.4999995050662	---	17.4999995050662	---
17.4999995050662	9	17.7499994979958	4	17.7499994979958	---	17.7499994979958	---
17.7499994979958	13	17.9999994909253	0	17.9999994909253	---	17.9999994909253	---
17.9999994909253	12	18.2499994838548	2	18.2499994838548	---	18.2499994838548	---
18.2499994838548	8	18.4999994767843	28	18.4999994767843	---	18.4999994767843	---
18.4999994767843	11	18.7499994697138	351	18.7499994697138	---	18.7499994697138	---
18.7499994697138	62	18.9999994626434	1114	18.9999994626434	---	18.9999994626434	---
18.9999994626434	238	19.2499994555729	1497	19.2499994555729	---	19.2499994555729	---
19.2499994555729	175	19.4999994485024	1491	19.4999994485024	---	19.4999994485024	---
19.4999994485024	68	19.7499994414319	1360	19.7499994414319	---	19.7499994414319	---
19.7499994414319	20	19.9999994343614	1244	19.9999994343614	---	19.9999994343614	---
19.9999994343614	17	20.2499994272909	1186	20.2499994272909	---	20.2499994272909	---
20.2499994272909	10	20.4999994202205	1130	20.4999994202205	---	20.4999994202205	---
20.4999994202205	10	20.74999941315	1032	20.74999941315	---	20.74999941315	---
20.74999941315	15	20.9999994060795	942	20.9999994060795	---	20.9999994060795	---
20.9999994060795	12	21.249999399009	875	21.249999399009	---	21.249999399009	---
21.249999399009	10	21.4999993919385	783	21.4999993919385	---	21.4999993919385	---
21.4999993919385	6	21.7499993848681	719	21.7499993848681	722.022644042969	21.7499993848681	-0.112725600600243
21.7499993848681	11	21.9999993777976	689	21.9999993777976	677.9111328125	21.9999993777976	0.422452181577682
21.9999993777976	13	22.2499993707271	643	22.2499993707271	636.583923339844	22.2499993707271	0.253025352954865
22.2499993707271	13	22.4999993636566	592	22.4999993636566	597.913818359375	22.4999993636566	-0.243056431412697
22.4999993636566	9	22.7499993565861	559	22.7499993565861	561.646911621094	22.7499993565861	-0.111952431499958
22.7499993565861	12	22.9999993495156	531	22.9999993495156	527.672912597656	22.9999993495156	0.144383296370506
22.9999993495156	5	23.2499993424452	510	23.2499993424452	495.81103515625	23.2499993424452	0.628297924995422
23.2499993424452	16	23.4999993353747	460	23.4999993353747	465.970733642578	23.4999993353747	-0.278386890888214
23.4999993353747	13	23.7499993283042	449	23.7499993283042	438.015106201172	23.7499993283042	0.518409192562103
23.7499993283042	11	23.9999993212337	413	23.9999993212337	411.810729980469	23.9999993212337	0.0585201531648636
23.9999993212337	14	24.2499993141632	379	24.2499993141632	387.253295898438	24.2499993141632	-0.423943340778351
24.2499993141632	12	24.4999993070927	358	24.4999993070927	364.238159179687	24.4999993070927	-0.329696953296661
24.4999993070927	5	24.7499993000223	315	24.7499993000223	342.670745849609	24.7499993000223	-1.55906987190247
24.7499993000223	11	24.9999992929518	295	24.9999992929518	322.443115234375	24.9999992929518	-1.59779989719391
24.9999992929518	12	25.2499992858813	303	25.2499992858813	303.471832275391	25.2499992858813	-0.0271060559898615
25.2499992858813	10	25.4999992788108	306	25.4999992788108	285.707092285156	25.4999992788108	1.16006827354431
25.4999992788108	6	25.7499992717403	275	25.7499992717403	269.031890869141	25.7499992717403	0.359890520572662
25.7499992717403	15	25.9999992646699	268	25.9999992646699	253.392791748047	25.9999992646699	0.892277240753174
25.9999992646699	11	26.2499992575994	247	26.2499992575994	238.740600585938	26.2499992575994	0.525533020496368
26.2499992575994	11	26.4999992505289	202	26.4999992505289	224.988342285156	26.4999992505289	-1.61745417118073
26.4999992505289	8	26.7499992434584	217	26.7499992434584	212.094039916992	26.7499992434584	0.33303827047348
26.7499992434584	8	26.9999992363879	214	26.9999992363879	199.999633789062	26.9999992363879	0.957045316696167
26.9999992363879	12	27.2499992293174	177	27.2499992293174	188.650573730469	27.2499992293174	-0.875710725784302
27.2499992293174	6	27.499999222247	167	27.499999222247	177.998870849609	27.499999222247	-0.851118206977844
27.499999222247	8	27.7499992151765	167	27.7499992151765	168.017028808594	27.7499992151765	-0.0787000507116318
27.7499992151765	9	27.999999208106	164	27.999999208106	158.632690429687	27.999999208106	0.419116467237473
27.999999208106	10	28.2499992010355	158	28.2499992010355	149.835739135742	28.2499992010355	0.649513721466065
28.2499992010355	14	28.499999193965	163	28.499999193965	141.573760986328	28.499999193965	1.67823255062103
28.499999193965	9	28.7499991868946	141	28.7499991868946	133.813446044922	28.7499991868946	0.605217039585113
28.7499991868946	14	28.9999991798241	128	28.9999991798241	126.53360748291	28.9999991798241	0.129612013697624
28.9999991798241	11	29.2499991727536	125	29.2499991727536	119.694961547852	29.2499991727536	0.474497050046921
29.2499991727536	8	29.4999991656831	125	29.4999991656831	113.27033996582	29.4999991656831	1.0491327047348
29.4999991656831	14	29.7499991586126	111	29.7499991586126	107.236206054688	29.7499991586126	0.35724350810051
29.7499991586126	12	29.9999991515421	98	29.9999991515421	101.566177368164	29.9999991515421	-0.360238313674927
29.9999991515421	12	30.2499991444717	109	30.2499991444717	96.240966796875	30.2499991444717	1.22209370136261
30.2499991444717	13	30.4999991374012	96	30.4999991374012	91.2304840087891	30.4999991374012	0.486786693334579
30.4999991374012	7	30.7499991303307	86	30.7499991303307	86.5264739990234	30.7499991303307	-0.0567711517214775
30.7499991303307	11	30.9999991232602	73	30.9999991232602	82.1001815795898	30.9999991232602	-1.06509566307068
30.9999991232602	9	31.2499991161897	87	31.2499991161897	77.9418640136719	31.2499991161897	0.971134126186371
31.2499991161897	6	31.4999991091192	64	31.4999991091192	74.0260620117187	31.4999991091192	-1.25325775146484
31.4999991091192	15	31.7499991020488	68	31.7499991020488	70.3450164794922	31.7499991020488	-0.284375011920929
31.7499991020488	10	31.9999990949783	64	31.9999990949783	66.88134765625	31.9999990949783	-0.36016845703125
31.9999990949783	9	32.2499990879078	75	32.2499990879078	63.6202697753906	32.2499990879078	1.31401801109314
32.2499990879078	14	32.4999990808373	52	32.4999990808373	60.5513305664062	32.4999990808373	-1.18585622310638
32.4999990808373	18	32.7499990737668	52	32.7499990737668	57.6598091125488	32.7499990737668	-0.784874320030212
32.7499990737668	15	32.9999990666964	58	32.9999990666964	54.9407958984375	32.9999990666964	0.401693165302277
32.9999990666964	20	33.2499990596259	44	33.2499990596259	52.3736000061035	33.2499990596259	-1.26236772537231
33.2499990596259	12	33.4999990525554	41	33.4999990525554	49.9574546813965	33.4999990525554	-1.39891934394836
33.4999990525554	15	33.7499990454849	49	33.7499990454849	47.6821098327637	33.7499990454849	0.188270017504692
33.7499990454849	13	33.9999990384144	53	33.9999990384144	45.5340461730957	33.9999990384144	1.02552759647369
33.9999990384144	14	34.2499990313439	56	34.2499990313439	43.5095520019531	34.2499990313439	1.66910636425018
34.2499990313439	7	34.4999990242735	35	34.4999990242735	41.5992164611816	34.4999990242735	-1.11547112464905
34.4999990242735	7	34.749999017203	36	34.749999017203	39.7960777282715	34.749999017203	-0.632679641246796
34.749999017203	10	34.9999990101325	36	34.9999990101325	38.0945854187012	34.9999990101325	-0.349097579717636
34.9999990101325	11	35.249999003062	38	35.249999003062	36.4877510070801	35.249999003062	0.245319187641144
35.249999003062	11	35.4999989959915	34	35.4999989959915	34.970386505127	35.4999989959915	-0.16641990840435
35.4999989959915	8	35.749998988921	34	35.749998988921	33.5353889465332	35.749998988921	0.0796801373362541
35.749998988921	14	35.9999989818506	22	35.9999989818506	32.1799697875977	35.9999989818506	-2.17037677764893
35.9999989818506	13	36.2499989747801	31	36.2499989747801	30.8988609313965	36.2499989747801	0.0181651134043932
36.2499989747801	11	36.4999989677096	31	36.4999989677096	29.686653137207	36.4999989677096	0.235884055495262
36.4999989677096	14	36.7499989606391	25	36.7499989606391	28.5393524169922	36.7499989606391	-0.707870483398438
36.7499989606391	12	36.9999989535686	36	36.9999989535686	27.453031539917	36.9999989535686	1.42449474334717
36.9999989535686	6	37.2499989464982	34	37.2499989464982	26.424919128418	37.2499989464982	1.2991156578064
37.2499989464982	6	37.4999989394277	31	37.4999989394277	25.4504795074463	37.4999989394277	0.996723294258118
37.4999989394277	12	37.7499989323572	29	37.7499989323572	24.527271270752	37.7499989323572	0.830564856529236
37.7499989323572	11	37.9999989252867	20	37.9999989252867	23.6515502929687	37.9999989252867	-0.816511452198029
37.9999989252867	8	38.2499989182162	30	38.2499989182162	22.8212661743164	38.2499989182162	1.31065154075623
38.2499989182162	15	38.4999989111457	20	38.4999989111457	22.0330486297607	38.4999989111457	-0.454603493213654
38.4999989111457	12	38.7499989040753	20	38.7499989040753	21.2846717834473	38.7499989040753	-0.287261337041855
38.7499989040753	9	38.9999988970048	23	38.9999988970048	20.5736541748047	38.9999988970048	0.505928099155426
38.9999988970048	10	39.2499988899343	21	39.2499988899343	19.8985633850098	39.2499988899343	0.240353167057037
39.2499988899343	10	39.4999988828638	24	39.4999988828638	19.2562713623047	39.4999988828638	0.968309581279755
39.4999988828638	12	39.7499988757933	18	39.7499988757933	18.6457366943359	39.7499988757933	-0.152201592922211
39.7499988757933	13	39.9999988687229	27	39.9999988687229	18.0644550323486	39.9999988687229	1.71964645385742
39.9999988687229	6	40.2499988616524	17	40.2499988616524	17.5113964080811	40.2499988616524	-0.124031849205494
40.2499988616524	13	40.4999988545819	10	40.4999988545819	16.9835262298584	40.4999988545819	-2.20838499069214
40.4999988545819	8	40.7499988475114	17	40.7499988475114	16.4813251495361	40.7499988475114	0.125797122716904
40.7499988475114	12	40.9999988404409	14	40.9999988404409	16.0022621154785	40.9999988404409	-0.53512704372406
40.9999988404409	22	41.2499988333704	17	41.2499988333704	15.5457229614258	41.2499988333704	0.352714002132416
41.2499988333704	14	41.4999988263	20	41.4999988263	15.1100406646729	41.4999988263	1.09342813491821
41.4999988263	16	41.7499988192295	23	41.7499988192295	14.6925563812256	41.7499988192295	1.73222172260284
41.7499988192295	16	41.999998812159	21	41.999998812159	14.2946920394897	41.999998812159	1.46321821212769
41.999998812159	16	42.2499988050885	12	42.2499988050885	13.9151287078857	42.2499988050885	-0.552850008010864
42.2499988050885	7	42.499998798018	15	42.499998798018	13.5502834320068	42.499998798018	0.374315202236176
42.499998798018	15	42.7499987909476	10	42.7499987909476	13.2029142379761	42.7499987909476	-1.01285040378571
42.7499987909476	8	42.9999987838771	15	42.9999987838771	12.8689651489258	42.9999987838771	0.550230860710144
42.9999987838771	15	43.2499987768066	10	43.2499987768066	12.5498342514038	43.2499987768066	-0.806328415870666
43.2499987768066	11	43.4999987697361	9	43.4999987697361	12.2436695098877	43.4999987697361	-1.08122313022614
43.4999987697361	17	43.7499987626656	13	43.7499987626656	11.950680732727	43.7499987626656	0.291028797626495
43.7499987626656	17	43.9999987555951	21	43.9999987555951	11.6689081192017	43.9999987555951	2.03621125221252
43.9999987555951	4	44.2499987485247	12	44.2499987485247	11.3990354537964	44.2499987485247	0.173483520746231
44.2499987485247	5	44.4999987414542	13	44.4999987414542	11.1392974853516	44.4999987414542	0.516066014766693
44.4999987414542	13	44.7499987343837	19	44.7499987343837	10.8898878097534	44.7499987343837	1.86058735847473
44.7499987343837	18	44.9999987273132	10	44.9999987273132	10.6501750946045	44.9999987273132	-0.205603420734406
44.9999987273132	16	45.2499987202427	14	45.2499987202427	10.4195404052734	45.2499987202427	0.956918060779572
45.2499987202427	9	45.4999987131722	14	45.4999987131722	10.19748878479	45.4999987131722	1.0162638425827
45.4999987131722	11	45.7499987061018	10	45.7499987061018	9.98382663726807	45.7499987061018	0.00511446641758084
45.7499987061018	6	45.9999986990313	16	45.9999986990313	9.77805137634277	45.9999986990313	1.55548715591431
45.9999986990313	14	46.2499986919608	8	46.2499986919608	9.57971954345703	46.2499986919608	-0.558515191078186
46.2499986919608	12	46.4999986848903	10	46.4999986848903	9.38840866088867	46.4999986848903	0.193402156233788
46.4999986848903	10	46.7499986778198	10	46.7499986778198	9.20398998260498	46.7499986778198	0.251720458269119
46.7499986778198	7	46.9999986707494	12	46.9999986707494	9.02592945098877	46.9999986707494	0.858540236949921
46.9999986707494	14	47.2499986636789	9	47.2499986636789	8.85410690307617	47.2499986636789	0.0486310310661793
47.2499986636789	13	47.4999986566084	6	47.4999986566084	8.68796634674072	47.4999986566084	-1.09735763072968
47.4999986566084	12	47.7499986495379	7	47.7499986495379	8.52755451202393	47.7499986495379	-0.577361345291138
47.7499986495379	12	47.9999986424674	11	47.9999986424674	8.37243366241455	47.9999986424674	0.792241036891937
47.9999986424674	13	48.2499986353969	9	48.2499986353969	8.2225456237793	48.2499986353969	0.259151458740234
48.2499986353969	8	48.4999986283265	4	48.4999986283265	8.07728862762451	48.4999986283265	-2.03864431381226
48.4999986283265	7	48.749998621256	4	48.749998621256	7.93686389923096	48.749998621256	-1.96843194961548
48.749998621256	10	48.9999986141855	3	48.9999986141855	7.80086421966553	48.9999986141855	-2.77178025245666
48.9999986141855	11	49.249998607115	10	49.249998607115	7.66901206970215	49.249998607115	0.737123131752014
49.249998607115	7	49.4999986000445	10	49.4999986000445	7.54118061065674	49.4999986000445	0.777546942234039
49.4999986000445	6	49.7499985929741	6	49.7499985929741	7.41703319549561	49.7499985929741	-0.578501403331757
49.7499985929741	3	49.9999985859036	6	49.9999985859036	7.29708003997803	49.9999985859036	-0.529530704021454
49.9999985859036	11	50.2499985788331	6	50.2499985788331	7.18052577972412	50.2499985788331	-0.481947630643845
50.2499985788331	10	50.4999985717626	9	50.4999985717626	7.06735801696777	50.4999985717626	0.644213974475861
50.4999985717626	11	50.7499985646921	12	50.7499985646921	6.95813083648682	50.7499985646921	1.45546221733093
50.7499985646921	5	50.9999985576216	4	50.9999985576216	6.85111427307129	50.9999985576216	-1.42555713653564
50.9999985576216	10	51.2499985505512	6	51.2499985505512	6.74773216247559	51.2499985505512	-0.305260390043259
51.2499985505512	11	51.4999985434807	10	51.4999985434807	6.6472282409668	51.4999985434807	1.06023955345154
51.4999985434807	7	51.7499985364102	7	51.7499985364102	6.54943752288818	51.7499985364102	0.170296609401703
51.7499985364102	11	51.9999985293397	8	51.9999985293397	6.45421123504639	51.9999985293397	0.546518862247467
51.9999985293397	13	52.2499985222692	7	52.2499985222692	6.36171722412109	52.2499985222692	0.241248220205307
52.2499985222692	13	52.4999985151987	9	52.4999985151987	6.27181529998779	52.4999985151987	0.909394919872284
52.4999985151987	14	52.7499985081283	5	52.7499985081283	6.18439769744873	52.7499985081283	-0.529678761959076
52.7499985081283	9	52.9999985010578	5	52.9999985010578	6.09908819198608	52.9999985010578	-0.491527169942856
52.9999985010578	9	53.2499984939873	6	53.2499984939873	6.01622676849365	53.2499984939873	-0.00662455055862665
53.2499984939873	11	53.4999984869168	11	53.4999984869168	5.93536853790283	53.4999984869168	1.52704381942749
53.4999984869168	6	53.7499984798463	7	53.7499984798463	5.856764793396	53.7499984798463	0.432102292776108
53.7499984798463	10	53.9999984727759	6	53.9999984727759	5.7801342010498	53.9999984727759	0.0897598341107368
53.9999984727759	9	54.2499984657054	10	54.2499984657054	5.70543956756592	54.2499984657054	1.35805928707123
54.2499984657054	8	54.4999984586349	11	54.4999984586349	5.63266277313232	54.4999984586349	1.61831307411194
54.4999984586349	9	54.7499984515644	5	54.7499984515644	5.56174278259277	54.7499984515644	-0.251219004392624
54.7499984515644	16	54.9999984444939	7	54.9999984444939	5.49257326126099	54.9999984444939	0.569753766059876
54.9999984444939	11	55.2499984374234	6	55.2499984374234	5.42510890960693	55.2499984374234	0.234698310494423
55.2499984374234	7	55.499998430353	6	55.499998430353	5.35932636260986	55.499998430353	0.261553913354874
55.499998430353	5	55.7499984232825	7	55.7499984232825	5.2951135635376	55.7499984232825	0.644386529922485
55.7499984232825	11	55.999998416212	7	55.999998416212	5.23249912261963	55.999998416212	0.668052554130554
55.999998416212	12	56.2499984091415	6	56.2499984091415	5.17140436172485	56.2499984091415	0.338272750377655
56.2499984091415	7	56.499998402071	2	56.499998402071	5.111741065979	56.499998402071	-2.20033311843872
56.499998402071	9	56.7499983950006	6	56.7499983950006	5.05362510681152	56.7499983950006	0.386355936527252
56.7499983950006	19	56.9999983879301	7	56.9999983879301	4.99671173095703	56.9999983879301	0.757171809673309
56.9999983879301	8	57.2499983808596	9	57.2499983808596	4.94122791290283	57.2499983808596	1.35292398929596
57.2499983808596	10	57.4999983737891	5	57.4999983737891	4.887038230896	57.4999983737891	0.0505180396139622
57.4999983737891	10	57.7499983667186	5	57.7499983667186	4.83410263061523	57.7499983667186	0.0741915553808212
57.7499983667186	12	57.9999983596481	6	57.9999983596481	4.78221702575684	57.9999983596481	0.49715781211853
57.9999983596481	7	58.2499983525777	6	58.2499983525777	4.73183870315552	58.2499983525777	0.517724692821503
58.2499983525777	12	58.4999983455072	6	58.4999983455072	4.68252944946289	58.4999983455072	0.537855088710785
58.4999983455072	14	58.7499983384367	7	58.7499983384367	4.63433837890625	58.7499983384367	0.894136071205139
58.7499983384367	10	58.9999983313662	7	58.9999983313662	4.58711528778076	58.9999983313662	0.91198468208313
58.9999983313662	9	59.2499983242957	4	59.2499983242957	4.54116344451904	59.2499983242957	-0.270581722259521
59.2499983242957	8	59.4999983172253	6	59.4999983172253	4.4961633682251	59.4999983172253	0.613938748836517
59.4999983172253	11	59.7499983101548	7	59.7499983101548	4.45226097106934	59.7499983101548	0.962954819202423
59.7499983101548	9	59.9999983030843	4	59.9999983030843	4.40916442871094	59.9999983030843	-0.204582214355469
59.9999983030843	13	60.2499982960138	4	60.2499982960138	4.36718225479126	60.2499982960138	-0.18359112739563
60.2499982960138	16	60.4999982889433	7	60.4999982889433	4.32598400115967	60.4999982889433	1.01068305969238
60.4999982889433	11	60.7499982818728	7	60.7499982818728	4.2857494354248	60.7499982818728	1.02589023113251
60.7499982818728	14	60.9999982748024	7	60.9999982748024	4.24652147293091	60.9999982748024	1.04071700572968
60.9999982748024	8	61.2499982677319	3	61.2499982677319	4.20803928375244	61.2499982677319	-0.697461783885956
61.2499982677319	8	61.4999982606614	6	61.4999982606614	4.17044067382812	61.4999982606614	0.746914446353912
61.4999982606614	8	61.7499982535909	5	61.7499982535909	4.13369131088257	61.7499982535909	0.387425035238266
61.7499982535909	9	61.9999982465204	3	61.9999982465204	4.09771728515625	61.9999982465204	-0.633767366409302
61.9999982465204	17	62.2499982394499	2	62.2499982394499	4.06254911422729	62.2499982394499	-1.4584424495697
62.2499982394499	11	62.4999982323795	6	62.4999982323795	4.0281229019165	62.4999982323795	0.805015444755554
62.4999982323795	9	62.749998225309	3	62.749998225309	3.99443435668945	62.749998225309	-0.574136972427368
62.749998225309	14	62.9999982182385	5	62.9999982182385	3.96151065826416	62.9999982182385	0.464426547288895
62.9999982182385	12	63.249998211168	3	63.249998211168	3.92927241325378	63.249998211168	-0.536515653133392
63.249998211168	14	63.4999982040975	3	63.4999982040975	3.89774250984192	63.4999982040975	-0.518311858177185
63.4999982040975	8	63.749998197027	3	63.749998197027	3.86688470840454	63.749998197027	-0.50049614906311
63.749998197027	10	63.9999981899566	9	63.9999981899566	3.83668065071106	63.9999981899566	1.72110641002655
63.9999981899566	10	64.2499981828861	8	64.2499981828861	3.80713939666748	64.2499981828861	1.48240005970001
64.2499981828861	5	64.4999981758156	4	64.4999981758156	3.77822399139404	64.4999981758156	0.110888004302979
64.4999981758156	8	64.7499981687451	2	64.7499981687451	3.74992561340332	64.7499981687451	-1.23738431930542
64.7499981687451	8	64.9999981616746	6	64.9999981616746	3.72220659255981	64.9999981616746	0.929905235767364
64.9999981616746	11	65.2499981546042	4	65.2499981546042	3.69514036178589	65.2499981546042	0.152429819107056
65.2499981546042	8	65.4999981475337	3	65.4999981475337	3.66854691505432	65.4999981475337	-0.385985732078552
65.4999981475337	11	65.7499981404632	2	65.7499981404632	3.64255905151367	65.7499981404632	-1.16146469116211
65.7499981404632	19	65.9999981333927	7	65.9999981333927	3.61714959144592	65.9999981333927	1.27859723567963
65.9999981333927	14	66.2499981263222	3	66.2499981263222	3.59231472015381	66.2499981263222	-0.341973066329956
66.2499981263222	14	66.4999981192517	3	66.4999981192517	3.56792116165161	66.4999981192517	-0.327889442443848
66.4999981192517	8	66.7499981121813	2	66.7499981121813	3.54407548904419	66.7499981121813	-1.09182620048523
66.7499981121813	12	66.9999981051108	3	66.9999981051108	3.52072191238403	66.9999981051108	-0.300638943910599
66.9999981051108	14	67.2499980980403	8	67.2499980980403	3.49784779548645	67.2499980980403	1.5917512178421
67.2499980980403	7	67.4999980909698	7	67.4999980909698	3.47555685043335	67.4999980909698	1.33211433887482
67.4999980909698	6	67.7499980838993	7	67.7499980838993	3.45354700088501	67.7499980838993	1.34043323993683
67.7499980838993	6	67.9999980768289	1	67.9999980768289	3.4321620464325	67.9999980768289	-2.4321620464325
67.9999980768289	7	68.2499980697584	6	68.2499980697584	3.41113591194153	68.2499980697584	1.05689930915833
68.2499980697584	14	68.4999980626879	4	68.4999980626879	3.39057421684265	68.4999980626879	0.304712891578674
68.4999980626879	6	68.7499980556174	5	68.7499980556174	3.37046384811401	68.7499980556174	0.728750705718994
68.7499980556174	8	68.9999980485469	3	68.9999980485469	3.35074710845947	68.9999980485469	-0.202503934502602
68.9999980485469	13	69.2499980414764	6	69.2499980414764	3.33146095275879	69.2499980414764	1.08942651748657
69.2499980414764	5	69.499998034406	7	69.499998034406	3.31255578994751	69.499998034406	1.39372289180756
69.499998034406	11	69.7499980273355	9	69.7499980273355	3.2940616607666	69.7499980273355	1.90197944641113
69.7499980273355	10	69.999998020265	5	69.999998020265	3.27593660354614	69.999998020265	0.771024584770203
69.999998020265	11	70.2499980131945	5	70.2499980131945	3.25822854042053	70.2499980131945	0.77894389629364
70.2499980131945	8	70.499998006124	5	70.499998006124	3.24084854125977	70.499998006124	0.786716461181641
70.499998006124	6	70.7499979990535	2	70.7499979990535	3.22384119033814	70.7499979990535	-0.865386426448822
70.7499979990535	11	70.9999979919831	4	70.9999979919831	3.20719432830811	70.9999979919831	0.396402835845947
70.9999979919831	19	71.2499979849126	3	71.2499979849126	3.19087314605713	71.2499979849126	-0.11020066589117
71.2499979849126	10	71.4999979778421	4	71.4999979778421	3.17490792274475	71.4999979778421	0.412546038627625
